/home/ibrahim/Desktop/data/IMG/center_2020_05_10_23_00_59_458.jpg, /home/ibrahim/Desktop/data/IMG/left_2020_05_10_23_00_59_458.jpg, /home/ibrahim/Desktop/data/IMG/right_2020_05_10_23_00_59_458.jpg, 0, 0, 0, 7.77276E-05
/home/ibrahim/Desktop/data/IMG/center_2020_05_10_23_00_59_566.jpg, /home/ibrahim/Desktop/data/IMG/left_2020_05_10_23_00_59_566.jpg, /home/ibrahim/Desktop/data/IMG/right_2020_05_10_23_00_59_566.jpg, 0, 0, 0, 7.895553E-05
/home/ibrahim/Desktop/data/IMG/center_2020_05_10_23_00_59_674.jpg, /home/ibrahim/Desktop/data/IMG/left_2020_05_10_23_00_59_674.jpg, /home/ibrahim/Desktop/data/IMG/right_2020_05_10_23_00_59_674.jpg, 0, 0, 0, 7.791202E-05
/home/ibrahim/Desktop/data/IMG/center_2020_05_10_23_00_59_780.jpg, /home/ibrahim/Desktop/data/IMG/left_2020_05_10_23_00_59_780.jpg, /home/ibrahim/Desktop/data/IMG/right_2020_05_10_23_00_59_780.jpg, 0, 0, 0, 7.831318E-05
/home/ibrahim/Desktop/data/IMG/center_2020_05_10_23_00_59_885.jpg, /home/ibrahim/Desktop/data/IMG/left_2020_05_10_23_00_59_885.jpg, /home/ibrahim/Desktop/data/IMG/right_2020_05_10_23_00_59_885.jpg, 0, 0, 0, 7.808802E-05
/home/ibrahim/Desktop/data/IMG/center_2020_05_10_23_00_59_994.jpg, /home/ibrahim/Desktop/data/IMG/left_2020_05_10_23_00_59_994.jpg, /home/ibrahim/Desktop/data/IMG/right_2020_05_10_23_00_59_994.jpg, 0, 0, 0, 8.330758E-05
/home/ibrahim/Desktop/data/IMG/center_2020_05_10_23_01_00_103.jpg, /home/ibrahim/Desktop/data/IMG/left_2020_05_10_23_01_00_103.jpg, /home/ibrahim/Desktop/data/IMG/right_2020_05_10_23_01_00_103.jpg, 0, 0, 0, 7.943667E-05
/home/ibrahim/Desktop/data/IMG/center_2020_05_10_23_01_00_204.jpg, /home/ibrahim/Desktop/data/IMG/left_2020_05_10_23_01_00_204.jpg, /home/ibrahim/Desktop/data/IMG/right_2020_05_10_23_01_00_204.jpg, 0, 0, 0, 7.843957E-05
/home/ibrahim/Desktop/data/IMG/center_2020_05_10_23_01_00_315.jpg, /home/ibrahim/Desktop/data/IMG/left_2020_05_10_23_01_00_315.jpg, /home/ibrahim/Desktop/data/IMG/right_2020_05_10_23_01_00_315.jpg, 0, 0, 0, 7.884263E-05
/home/ibrahim/Desktop/data/IMG/center_2020_05_10_23_01_00_421.jpg, /home/ibrahim/Desktop/data/IMG/left_2020_05_10_23_01_00_421.jpg, /home/ibrahim/Desktop/data/IMG/right_2020_05_10_23_01_00_421.jpg, 0, 0, 0, 7.828575E-05
